epoch,lr-Adam/geometry.density_network,lr-Adam/geometry.encoding.encoding.encoding,lr-Adam/geometry.encoding.encoding.encoding_time,lr-Adam/geometry.feature_network,step,train/grad_norm,train/grad_norm_3d,train/grad_norm_cn,train/loss_mask,train/loss_rgb,train/loss_sd_3d,train/loss_sds_cn,train/loss_sds_video,train/max_step_3d,train/max_step_cn,train/min_step_3d,train/min_step_cn,train_params/lambda_3d_sd,train_params/lambda_cn_sds,train_params/lambda_mask,train_params/lambda_normal_smoothness_2d,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_rgb,train_params/lambda_sds_video,train_params/lambda_sparsity,train_params/lambda_tv,train_params/lambda_z_variance,trian/loss_normal_smoothness_2d
0,,,,,52,94.50201416015625,13.940621376037598,30.0049991607666,0.04531281441450119,0.013255208730697632,97.17045593261719,225.07498168945312,4465.3154296875,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.010023631155490875
,0.001,0.0001,0.01,0.001,53,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,53,392.187255859375,13.940621376037598,18.15079116821289,0.04531281441450119,0.013255208730697632,97.17045593261719,82.36280822753906,76905.421875,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.008042664267122746
,0.001,0.0001,0.01,0.001,54,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,54,243.01934814453125,13.940621376037598,19.737564086914062,0.04531281441450119,0.013255208730697632,97.17045593261719,97.39286041259766,29529.203125,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.009606989100575447
,0.001,0.0001,0.01,0.001,55,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,55,531.8285522460938,13.940621376037598,26.154787063598633,0.04531281441450119,0.013255208730697632,97.17045593261719,171.01821899414062,141420.8125,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.007741187699139118
,0.001,0.0001,0.01,0.001,56,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,56,220.04498291015625,13.940621376037598,32.39582443237305,0.04531281441450119,0.013255208730697632,97.17045593261719,262.372314453125,24209.89453125,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.009248877875506878
,0.001,0.0001,0.01,0.001,57,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,57,338.2220764160156,13.940621376037598,23.59280014038086,0.04531281441450119,0.013255208730697632,97.17045593261719,139.15505981445312,57197.0859375,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.008603744208812714
,0.001,0.0001,0.01,0.001,58,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,58,618.763671875,13.940621376037598,14.871990203857422,0.04531281441450119,0.013255208730697632,97.17045593261719,55.29402160644531,191434.21875,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.008428733795881271
,0.001,0.0001,0.01,0.001,59,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,59,873.7579956054688,13.940621376037598,24.97438621520996,0.04531281441450119,0.013255208730697632,97.17045593261719,155.92999267578125,381726.5,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.007424104027450085
,0.001,0.0001,0.01,0.001,60,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,60,247.7239532470703,13.940621376037598,18.60749053955078,0.04531281441450119,0.013255208730697632,97.17045593261719,86.55968475341797,30683.580078125,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.009755544364452362
,0.001,0.0001,0.01,0.001,61,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,61,389.41265869140625,8.512772560119629,32.44221115112305,0.0451648011803627,0.013371765613555908,36.23365020751953,263.1242370605469,75821.109375,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.007508355658501387
,0.001,0.0001,0.01,0.001,62,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,62,100.10595703125,8.512772560119629,23.91883659362793,0.0451648011803627,0.013371765613555908,36.23365020751953,143.02767944335938,5010.6015625,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0072103990241885185
,0.001,0.0001,0.01,0.001,63,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,63,655.6500854492188,8.512772560119629,20.376842498779297,0.0451648011803627,0.013371765613555908,36.23365020751953,103.80392456054688,214938.515625,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.010303215123713017
,0.001,0.0001,0.01,0.001,64,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,64,410.4811096191406,8.512772560119629,30.553375244140625,0.0451648011803627,0.013371765613555908,36.23365020751953,233.377197265625,84247.375,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.007882373407483101
,0.001,0.0001,0.01,0.001,65,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,65,56.097782135009766,8.512772560119629,31.78893280029297,0.0451648011803627,0.013371765613555908,36.23365020751953,252.63404846191406,1573.4805908203125,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.007771439850330353
,0.001,0.0001,0.01,0.001,66,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,66,484.82879638671875,8.512772560119629,23.69034194946289,0.0451648011803627,0.013371765613555908,36.23365020751953,140.30807495117188,117529.484375,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0067538549192249775
,0.001,0.0001,0.01,0.001,67,,,,,,,,,,,,,,,,,,,,,,,,
